inchi_key,inchi,name,atom_bag,p_kas,smiles,major_ms,number_of_protons,charges,cross_references
OJFDKHTZOUZBOS-CITAKDKDSA-N,"InChI=1S/C25H40N7O18P3S/c1-13(33)8-16(35)54-7-6-27-15(34)4-5-28-23(38)20(37)25(2,3)10-47-53(44,45)50-52(42,43)46-9-14-19(49-51(39,40)41)18(36)24(48-14)32-12-31-17-21(26)29-11-30-22(17)32/h11-12,14,18-20,24,36-37H,4-10H2,1-3H3,(H,27,34)(H,28,38)(H,42,43)(H,44,45)(H2,26,29,30)(H2,39,40,41)/t14-,18-,19-,20+,24-/m1/s1",KEGG:C00332,"{""C"": 25, ""O"": 18, ""S"": 1, ""N"": 7, ""H"": 36, ""P"": 3, ""e-"": 444}","[6.13, 5.56, 4.85, 3.79, 3.12, 0.91, 0.82]",CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12,0.0,"[36, 37, 38, 39, 40, 41, 42, 43]","[-4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C00332
AEMOLEFTQBMNLQ-YMDCURPLSA-N,"InChI=1S/C6H10O7/c7-1-2(8)4(5(10)11)13-6(12)3(1)9/h1-4,6-9,12H,(H,10,11)/t1-,2+,3+,4-,6?/m0/s1",KEGG:C00333,"{""O"": 7, ""C"": 6, ""H"": 9, ""e-"": 102}","[13.66, 12.73, 11.31, 3.21]",OC1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C([O-])=O,3.0,"[6, 7, 8, 9, 10]","[-4, -3, -2, -1, 0]",KEGG:C00333
BTCSSZJGUNDROE-UHFFFAOYSA-N,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",KEGG:C00334,"{""N"": 1, ""H"": 9, ""C"": 4, ""O"": 2, ""e-"": 56}","[10.22, 4.53]",[NH3+]CCCC([O-])=O,1.0,"[8, 9, 10]","[-1, 0, 1]",KEGG:C00334
UFIVEPVSAGBUSI-REOHCLBHSA-N,"InChI=1S/C5H6N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h2H,1H2,(H,9,10)(H2,6,7,8,11)/t2-/m0/s1",KEGG:C00337,"{""O"": 4, ""C"": 5, ""H"": 5, ""N"": 2, ""e-"": 82}","[5.36, 3.84, 3.05]",[O-]C(=O)[C@@H]1CC(=O)NC(=O)N1,0.0,"[5, 6, 7, 8]","[-1, 0, 1, 2]",KEGG:C00337
SZJRUBWOVDTKNI-UHFFFAOYSA-N,"InChI=1S/C10H18N4O4S2/c11-7(5-20)10(18)13-1-8(16)12-2-9(17)14-6(3-15)4-19/h3,6-7,19-20H,1-2,4-5,11H2,(H,12,16)(H,13,18)(H,14,17)",KEGG:C00342,"{""N"": 4, ""H"": 19, ""C"": 10, ""S"": 2, ""O"": 4, ""e-"": 170}","[10.41, 9.85, 9.06, 4.55, 3.91, 3.17, 1.74]",[NH3+]C(CS)C(=O)NCC(=O)NCC(=O)NC(CS)C=O,3.0,"[16, 17, 18, 19, 20, 21, 22, 23]","[-2, -1, 0, 1, 2, 3, 4, 5]",KEGG:C00342
DDQYFSWAPPTJDD-UHFFFAOYSA-N,"InChI=1S/C10H16N4O4S2/c11-7-5-20-19-4-6(3-15)14-9(17)2-12-8(16)1-13-10(7)18/h3,6-7H,1-2,4-5,11H2,(H,12,16)(H,13,18)(H,14,17)",KEGG:C00343,"{""N"": 4, ""H"": 17, ""C"": 10, ""S"": 2, ""O"": 4, ""e-"": 168}","[9.37, 7.89, 2.56]",[NH3+]C1CSSCC(NC(=O)CNC(=O)CNC1=O)C=O,2.0,"[15, 16, 17, 18]","[-1, 0, 1, 2]",KEGG:C00343
BIRSGZKFKXLSJQ-SQOUGZDYSA-N,"InChI=1S/C6H13O10P/c7-2(1-16-17(13,14)15)3(8)4(9)5(10)6(11)12/h2-5,7-10H,1H2,(H,11,12)(H2,13,14,15)/t2-,3-,4+,5-/m1/s1",KEGG:C00345,"{""O"": 10, ""C"": 6, ""H"": 10, ""P"": 1, ""e-"": 144}","[13.37, 12.6, 6.61, 3.44, 1.49]",O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,2.0,"[8, 9, 10, 11, 12, 13]","[-5, -4, -3, -2, -1, 0]",KEGG:C00345
SUHOOTKUPISOBE-UHFFFAOYSA-N,"InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)",KEGG:C00346,"{""N"": 1, ""H"": 7, ""C"": 2, ""O"": 4, ""P"": 1, ""e-"": 74}","[10.02, 6.57, 1.54]",[NH3+]CCOP([O-])([O-])=O,1.0,"[6, 7, 8, 9]","[-2, -1, 0, 1]",KEGG:C00346
VOKUMXABRRXHAR-UHFFFAOYSA-N,"InChI=1S/C4H6O3/c1-3(2-5)4(6)7/h2-3H,1H3,(H,6,7)",KEGG:C00349,"{""C"": 4, ""O"": 3, ""H"": 5, ""e-"": 54}",[3.98],CC(C=O)C([O-])=O,0.0,"[5, 6]","[-1, 0]",KEGG:C00349
XHMJOUIAFHJHBW-IVMDWMLBSA-N,"InChI=1S/C6H14NO8P/c7-3-5(9)4(8)2(15-6(3)10)1-14-16(11,12)13/h2-6,8-10H,1,7H2,(H2,11,12,13)/t2-,3-,4-,5-,6?/m1/s1",KEGG:C00352,"{""N"": 1, ""H"": 13, ""C"": 6, ""O"": 8, ""P"": 1, ""e-"": 136}","[12.98, 11.73, 8.23, 6.24, 1.22]",[NH3+][C@H]1C(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O,3.0,"[10, 11, 12, 13, 14, 15]","[-4, -3, -2, -1, 0, 1]",KEGG:C00352
RNBGYGVWRKECFJ-VRPWFDPXSA-N,"InChI=1S/C6H14O12P2/c7-4-3(1-16-19(10,11)12)18-6(9,5(4)8)2-17-20(13,14)15/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)/t3-,4-,5+,6?/m1/s1",KEGG:C00354,"{""O"": 12, ""C"": 6, ""H"": 10, ""P"": 2, ""e-"": 176}","[12.75, 10.29, 6.52, 5.92, 1.49, 0.89]",O[C@H]1[C@H](O)C(O)(COP([O-])([O-])=O)O[C@@H]1COP([O-])([O-])=O,2.0,"[8, 9, 10, 11, 12, 13, 14]","[-6, -5, -4, -3, -2, -1, 0]",KEGG:C00354
BRGMHAYQAZFZDJ-RTRLPJTCSA-N,"InChI=1S/C8H16NO9P/c1-3(10)9-5-7(12)6(11)4(18-8(5)13)2-17-19(14,15)16/h4-8,11-13H,2H2,1H3,(H,9,10)(H2,14,15,16)/t4-,5-,6-,7-,8?/m1/s1",KEGG:C00357,"{""C"": 8, ""O"": 9, ""N"": 1, ""H"": 14, ""P"": 1, ""e-"": 158}","[12.99, 11.71, 6.47, 5.57, 1.61, 1.0]",CC(=O)N[C@H]1C(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O,2.0,"[12, 13, 14, 15, 16, 17, 18]","[-4, -3, -2, -1, 0, 1, 2]",KEGG:C00357
KHWCHTKSEGGWEX-RRKCRQDMSA-N,"InChI=1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)/t5-,6+,7+/m0/s1",KEGG:C00360,"{""N"": 5, ""C"": 10, ""H"": 12, ""O"": 6, ""P"": 1, ""e-"": 172}","[13.98, 6.28, 3.94, 1.23]",NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](COP([O-])([O-])=O)O3)C2=NC=N1,1.0,"[11, 12, 13, 14, 15]","[-3, -2, -1, 0, 1]",KEGG:C00360
CIKGWCTVFSRMJU-KVQBGUIXSA-N,"InChI=1S/C10H15N5O10P2/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(24-6)2-23-27(21,22)25-26(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1",KEGG:C00361,"{""N"": 5, ""C"": 10, ""H"": 13, ""O"": 10, ""P"": 2, ""e-"": 220}","[13.98, 11.63, 7.42, 4.1, 3.15, 1.77]",NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP(O)([O-])=O)O2)C(=O)N1,3.0,"[10, 11, 12, 13, 14, 15, 16]","[-5, -4, -3, -2, -1, 0, 1]",KEGG:C00361
LTFMZDNNPPEQNG-KVQBGUIXSA-N,"InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1",KEGG:C00362,"{""N"": 5, ""C"": 10, ""H"": 12, ""O"": 7, ""P"": 1, ""e-"": 180}","[13.99, 11.63, 6.26, 4.04, 1.23]",NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP([O-])([O-])=O)O2)C(=O)N1,2.0,"[10, 11, 12, 13, 14, 15]","[-4, -3, -2, -1, 0, 1]",KEGG:C00362
UJLXYODCHAELLY-XLPZGREQSA-N,"InChI=1S/C10H16N2O11P2/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(22-8)4-21-25(19,20)23-24(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,19,20)(H,11,14,15)(H2,16,17,18)/t6-,7+,8+/m0/s1",KEGG:C00363,"{""C"": 10, ""N"": 2, ""H"": 14, ""O"": 11, ""P"": 2, ""e-"": 208}","[13.99, 7.83, 7.21, 3.21, 1.77]",CC1=CN([C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP(O)([O-])=O)O2)C(=O)NC1=O,3.0,"[11, 12, 13, 14, 15, 16]","[-5, -4, -3, -2, -1, 0]",KEGG:C00363
GYOZYWVXFNDGLU-XLPZGREQSA-N,"InChI=1S/C10H15N2O8P/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(20-8)4-19-21(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,11,14,15)(H2,16,17,18)/t6-,7+,8+/m0/s1",KEGG:C00364,"{""C"": 10, ""N"": 2, ""H"": 13, ""O"": 8, ""P"": 1, ""e-"": 168}","[13.99, 7.64, 6.24, 1.23]",CC1=CN([C@H]2C[C@H](O)[C@@H](COP([O-])([O-])=O)O2)C(=O)NC1=O,2.0,"[11, 12, 13, 14, 15]","[-4, -3, -2, -1, 0]",KEGG:C00364
LEHOTFFKMJEONL-UHFFFAOYSA-N,"InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)",KEGG:C00366,"{""O"": 3, ""C"": 5, ""N"": 4, ""H"": 4, ""e-"": 86}","[13.99, 11.57, 8.17]",O=C1NC2NC(=O)NC(=O)C2=N1,3.0,"[1, 2, 3, 4]","[-3, -2, -1, 0]",KEGG:C00366
NCYCYZXNIZJOKI-OVSJKPMPSA-N,"InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3/b9-6+,12-11+,16-8+,17-13+",KEGG:C00376,"{""C"": 20, ""O"": 1, ""H"": 28, ""e-"": 156}",[],C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O,0.0,[28],[0],KEGG:C00376
HEBKCHPVOIAQTA-SCDXWVJYSA-N,"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4+,5+",KEGG:C00379,"{""O"": 5, ""C"": 5, ""H"": 12, ""e-"": 82}","[13.74, 12.76]",OC[C@H](O)[C@@H](O)[C@H](O)CO,2.0,"[10, 11, 12]","[-2, -1, 0]",KEGG:C00379
LRFVTYWOQMYALW-UHFFFAOYSA-N,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",KEGG:C00385,"{""O"": 2, ""C"": 5, ""N"": 4, ""H"": 4, ""e-"": 78}","[12.12, 8.77, 0.58]",O=C1NC2=C(NC=N2)C(=O)N1,2.0,"[2, 3, 4, 5]","[-2, -1, 0, 1]",KEGG:C00385
NYHBQMYGNKIUIF-UUOKFMHZSA-N,"InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1",KEGG:C00387,"{""N"": 5, ""C"": 10, ""H"": 13, ""O"": 5, ""e-"": 148}","[13.89, 12.51, 11.57, 4.02]",NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,3.0,"[10, 11, 12, 13, 14]","[-3, -2, -1, 0, 1]",KEGG:C00387
RNUCUWWMTTWKAH-JLHYYAGUSA-N,"InChI=1S/C19H28O4/c1-12(2)8-7-9-13(3)10-11-15-14(4)16(20)18(22-5)19(23-6)17(15)21/h8,10,20-21H,7,9,11H2,1-6H3/b13-10+",KEGG:C00390,"{""C"": 19, ""O"": 4, ""H"": 28, ""e-"": 174}","[12.15, 10.27]",COC1=C(O)C(C)=C(CC=C(C)CCC=C(C)C)C(O)=C1OC,2.0,"[26, 27, 28]","[-2, -1, 0]",KEGG:C00390
FBPFZTCFMRRESA-KVTDHHQDSA-N,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1",KEGG:C00392,"{""O"": 6, ""C"": 6, ""H"": 14, ""e-"": 98}","[13.38, 12.59]",OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,2.0,"[12, 13, 14]","[-2, -1, 0]",KEGG:C00392
MVMSCBBUIHUTGJ-IKVBDKFJSA-N,"InChI=1S/C16H25N5O16P2/c17-16-19-12-6(13(28)20-16)18-3-21(12)14-10(26)8(24)5(34-14)2-33-38(29,30)37-39(31,32)36-15-11(27)9(25)7(23)4(1-22)35-15/h3-5,7-11,14-15,22-27H,1-2H2,(H,29,30)(H,31,32)(H3,17,19,20,28)/t4-,5-,7-,8-,9+,10-,11-,14?,15-/m1/s1",KEGG:C00394,"{""N"": 5, ""C"": 16, ""O"": 16, ""H"": 23, ""P"": 2, ""e-"": 314}","[12.83, 12.25, 11.52, 4.07, 3.12, 1.73]",NC1=NC2=C(N=CN2C2O[C@H](COP([O-])(=O)OP([O-])(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1,3.0,"[20, 21, 22, 23, 24, 25, 26]","[-5, -4, -3, -2, -1, 0, 1]",KEGG:C00394
SQQWBSBBCSFQGC-JLHYYAGUSA-N,"InChI=1S/C19H26O4/c1-12(2)8-7-9-13(3)10-11-15-14(4)16(20)18(22-5)19(23-6)17(15)21/h8,10H,7,9,11H2,1-6H3/b13-10+",KEGG:C00399,"{""C"": 19, ""O"": 4, ""H"": 26, ""e-"": 172}",[],COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)C)=C(C)C1=O,0.0,[26],[0],KEGG:C00399
AGPKZVBTJJNPAG-WHFBIAKZSA-N,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",KEGG:C00407,"{""C"": 6, ""H"": 13, ""N"": 1, ""O"": 2, ""e-"": 72}","[9.59, 2.79]",CC[C@H](C)[C@H]([NH3+])C([O-])=O,1.0,"[12, 13, 14]","[-1, 0, 1]",KEGG:C00407
HXEACLLIILLPRG-YFKPBYRVSA-N,"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)/t5-/m0/s1",KEGG:C00408,"{""O"": 2, ""C"": 6, ""H"": 11, ""N"": 1, ""e-"": 70}","[10.39, 2.06]",[O-]C(=O)[C@@H]1CCCC[NH2+]1,1.0,"[10, 11, 12]","[-1, 0, 1]",KEGG:C00408
JHIVVAPYMSGYDF-UHFFFAOYSA-N,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,KEGG:C00414,"{""O"": 1, ""C"": 6, ""H"": 10, ""e-"": 54}",[],O=C1CCCCC1,0.0,[10],[0],KEGG:C00414
OZRNSSUDZOLUSN-LBPRGKRZSA-N,"InChI=1S/C19H21N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,12,21H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t12-/m0/s1",KEGG:C00415,"{""N"": 7, ""C"": 19, ""O"": 6, ""H"": 19, ""e-"": 232}","[4.32, 3.66, 3.07, 1.63]",NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)CN2)C(=O)N1,0.0,"[19, 20, 21, 22, 23]","[-2, -1, 0, 1, 2]",KEGG:C00415
GTZCVFVGUGFEME-IWQZZHSRSA-N,"InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1-",KEGG:C00417,"{""O"": 6, ""C"": 6, ""H"": 3, ""e-"": 90}","[5.35, 3.7, 1.92]",[O-]C(=O)C\C(=C\C([O-])=O)C([O-])=O,0.0,"[3, 4, 5, 6]","[-3, -2, -1, 0]",KEGG:C00417
WBYWAXJHAXSJNI-VOTSOKGWSA-N,"InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6+",KEGG:C00423,"{""O"": 2, ""C"": 9, ""H"": 7, ""e-"": 78}",[4.32],[O-]C(=O)\C=C\C1=CC=CC=C1,0.0,"[7, 8]","[-1, 0]",KEGG:C00423
BSABBBMNWQWLLU-VKHMYHEASA-N,"InChI=1S/C3H6O2/c1-3(5)2-4/h2-3,5H,1H3/t3-/m0/s1",KEGG:C00424,"{""C"": 3, ""H"": 6, ""O"": 2, ""e-"": 40}",[],C[C@H](O)C=O,0.0,[6],[0],KEGG:C00424
OIVLITBTBDPEFK-UHFFFAOYSA-N,"InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)",KEGG:C00429,"{""O"": 2, ""C"": 4, ""N"": 2, ""H"": 6, ""e-"": 60}","[12.29, 5.24]",O=C1CCNC(=O)N1,1.0,"[5, 6, 7]","[-1, 0, 1]",KEGG:C00429
JRLGPAXAGHMNOL-LURJTMIESA-N,"InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1",KEGG:C00437,"{""C"": 7, ""O"": 3, ""N"": 2, ""H"": 14, ""e-"": 94}","[10.21, 6.28, 3.86, 1.61]",CC(=O)N[C@@H](CCC[NH3+])C([O-])=O,1.0,"[13, 14, 15, 16, 17]","[-1, 0, 1, 2, 3]",KEGG:C00437
HLKXYZVTANABHZ-REOHCLBHSA-N,"InChI=1S/C5H8N2O5/c6-5(12)7-2(4(10)11)1-3(8)9/h2H,1H2,(H,8,9)(H,10,11)(H3,6,7,12)/t2-/m0/s1",KEGG:C00438,"{""N"": 2, ""C"": 5, ""O"": 5, ""H"": 6, ""e-"": 92}","[5.04, 3.62]",NC(=O)N[C@@H](CC([O-])=O)C([O-])=O,0.0,"[6, 7, 8]","[-2, -1, 0]",KEGG:C00438
NRXIKWMTVXPVEF-BYPYZUCNSA-N,"InChI=1S/C6H10N2O4/c7-3-8-4(6(11)12)1-2-5(9)10/h3-4H,1-2H2,(H2,7,8)(H,9,10)(H,11,12)/t4-/m0/s1",KEGG:C00439,"{""O"": 4, ""C"": 6, ""H"": 9, ""N"": 2, ""e-"": 92}","[10.88, 3.92, 2.48]",[O-]C(=O)CC[C@H](NC=[NH2+])C([O-])=O,1.0,"[8, 9, 10, 11]","[-2, -1, 0, 1]",KEGG:C00439
ZNOVTXRBGFNYRX-STQMWFEESA-N,"InChI=1S/C20H25N7O6/c1-27-12(9-23-16-15(27)18(31)26-20(21)25-16)8-22-11-4-2-10(3-5-11)17(30)24-13(19(32)33)6-7-14(28)29/h2-5,12-13,22H,6-9H2,1H3,(H,24,30)(H,28,29)(H,32,33)(H4,21,23,25,26,31)/t12-,13-/m0/s1",KEGG:C00440,"{""C"": 20, ""N"": 7, ""H"": 23, ""O"": 6, ""e-"": 242}","[11.61, 6.19, 3.95, 3.23, 2.62]",CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)CNC2=C1C(=O)N=C(N)N2,1.0,"[22, 23, 24, 25, 26, 27]","[-3, -2, -1, 0, 1, 2]",KEGG:C00440
HOSWPDPVFBCLSY-VKHMYHEASA-N,"InChI=1S/C4H7NO3/c5-3(1-2-6)4(7)8/h2-3H,1,5H2,(H,7,8)/t3-/m0/s1",KEGG:C00441,"{""N"": 1, ""H"": 7, ""C"": 4, ""O"": 3, ""e-"": 62}","[8.98, 1.95]",[NH3+][C@@H](CC=O)C([O-])=O,1.0,"[6, 7, 8]","[-1, 0, 1]",KEGG:C00441
MEANFMOQMXYMCT-ABLWVSNPSA-O,"InChI=1S/C20H21N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,9,12-13H,5-8H2,(H6-,21,22,23,24,25,28,29,30,31,32,33)/p+1/t12?,13-/m0/s1",KEGG:C00445,"{""N"": 7, ""C"": 20, ""O"": 6, ""H"": 20, ""e-"": 238}","[7.55, 4.02, 3.48, 2.87]",NC1=NC(=O)C2=C(NCC3C[N+](=CN23)C2=CC=C(C=C2)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N1,1.0,"[19, 20, 21, 22, 23]","[-2, -1, 0, 1, 2]",KEGG:C00445
ZDGJAHTZVHVLOT-YUMQZZPRSA-N,"InChI=1S/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8-/m0/s1",KEGG:C00449,"{""N"": 2, ""H"": 19, ""C"": 11, ""O"": 6, ""e-"": 148}","[10.89, 9.51, 4.47, 2.38, 1.44]",[NH3+][C@@H](CCCC[NH2+][C@@H](CCC([O-])=O)C([O-])=O)C([O-])=O,2.0,"[17, 18, 19, 20, 21, 22]","[-3, -2, -1, 0, 1, 2]",KEGG:C00449
DAYLJWODMCOQEW-TURQNECASA-N,"InChI=1S/C11H15N2O8P/c12-10(16)6-2-1-3-13(4-6)11-9(15)8(14)7(21-11)5-20-22(17,18)19/h1-4,7-9,11,14-15H,5H2,(H3-,12,16,17,18,19)/t7-,8-,9-,11-/m1/s1",KEGG:C00455,"{""N"": 2, ""C"": 11, ""O"": 8, ""H"": 14, ""P"": 1, ""e-"": 174}","[13.73, 11.72, 6.62, 6.02, 4.73, 1.21]",NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,2.0,"[12, 13, 14, 15, 16, 17, 18]","[-3, -2, -1, 0, 1, 2, 3]",KEGG:C00455
NHVNXKFIZYSCEB-XLPZGREQSA-N,"InChI=1S/C10H17N2O14P3/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(24-8)4-23-28(19,20)26-29(21,22)25-27(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,19,20)(H,21,22)(H,11,14,15)(H2,16,17,18)/t6-,7+,8+/m0/s1",KEGG:C00459,"{""C"": 10, ""N"": 2, ""H"": 14, ""O"": 14, ""P"": 3, ""e-"": 248}","[13.99, 7.83, 7.21, 3.3, 2.53, 0.9]",CC1=CN([C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP(O)([O-])=O)O2)C(=O)NC1=O,3.0,"[11, 12, 13, 14, 15, 16, 17]","[-6, -5, -4, -3, -2, -1, 0]",KEGG:C00459
SIKJAQJRHWYJAI-UHFFFAOYSA-N,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",KEGG:C00463,"{""N"": 1, ""C"": 8, ""H"": 7, ""e-"": 62}",[],N1C=CC2=CC=CC=C12,0.0,[7],[0],KEGG:C00463
DNXHEGUUPJUMQT-CBZIJGRNSA-N,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",KEGG:C00468,"{""C"": 18, ""H"": 22, ""O"": 2, ""e-"": 146}",[10.33],C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O,1.0,"[21, 22]","[-1, 0]",KEGG:C00468
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",KEGG:C00469,"{""C"": 2, ""O"": 1, ""H"": 6, ""e-"": 26}",[],CCO,0.0,[6],[0],KEGG:C00469
FPIPGXGPPPQFEQ-OVSJKPMPSA-N,"InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+",KEGG:C00473,"{""C"": 20, ""O"": 1, ""H"": 30, ""e-"": 158}",[],C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,0.0,[30],[0],KEGG:C00473
HEBKCHPVOIAQTA-ZXFHETKHSA-N,"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4+,5-",KEGG:C00474,"{""O"": 5, ""C"": 5, ""H"": 12, ""e-"": 82}","[13.74, 12.76]",OC[C@H](O)[C@H](O)[C@H](O)CO,2.0,"[10, 11, 12]","[-2, -1, 0]",KEGG:C00474
UHDGCWIWMRVCDJ-XVFCMESISA-N,"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1",KEGG:C00475,"{""N"": 3, ""C"": 9, ""O"": 5, ""H"": 13, ""e-"": 128}","[13.94, 12.56, 5.83, 3.24]",NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2.0,"[11, 12, 13, 14, 15]","[-2, -1, 0, 1, 2]",KEGG:C00475
SRBFZHDQGSBBOR-AGQMPKSLSA-N,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4+,5?/m1/s1",KEGG:C00476,"{""O"": 5, ""C"": 5, ""H"": 10, ""e-"": 80}","[13.76, 12.79, 11.31]",O[C@@H]1COC(O)[C@@H](O)[C@H]1O,3.0,"[7, 8, 9, 10]","[-3, -2, -1, 0]",KEGG:C00476
